Book_Name,Author,Rating,Number_of_Reviews,Price,Description_Clean,Listening_Time_Minutes,Genres,Rating_Category,Price_Category,Length_Category,Popularity_Score,Description_Length,Data_Source,Description_Processed,Title_Processed,Genres_Text,Combined_Text,Cluster_KMeans,Cluster_DBSCAN,PCA_1,PCA_2,TSNE_1,TSNE_2
Rhythms Easy Marathi,EuroTalk Ltd,4.5,0,379.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Low,Long,0.0,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,rhythm easy marathi,,rhythm easy marathi oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.9109187514440564,16.1203797586582,-25.42703,59.96285
Rhythms Easy Telugu,EuroTalk Ltd,4.5,0,379.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,0.0,122,both,sorry need make sure robot best result please make sure browser accepting cooky,rhythm easy telugu,,rhythm easy telugu sorry need make sure robot best result please make sure browser accepting cooky,2,0,0.2556710670341976,-3.5782137758617134,-22.212242,-51.84007
Rich Dad Advisors: Start Your Own Corporation: Why the Rich Own Their Own Companies and Everyone Else Works for Them,Garrett Sutton,4.7,354,500.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,5.872118,122,both,sorry need make sure robot best result please make sure browser accepting cooky,rich dad advisor start corporation rich company everyone else work,,rich dad advisor start corporation rich company everyone else work sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.15689707787634757,-2.658095006323973,2.3469718,-39.93317
Rich Dad Advisors: Stock Market Cash Flow,Andy Tanner,4.5,214,500.0,"The audiobook addresses many of the challenges facing stock market investors and the ways many investors use the stock market to achieve their financial and investing goals. The audiobook teaches the principles of the author's ""four pillars of stock market income"" and effectively simplifies these concepts to help investors harness their power and potential.",451.0,"['Audible Audiobooks & Originals', 'Retirement Planning', 'Stocks', 'Analysis & Strategy']",Excellent,Low,Medium,5.370638,359,both,address many challenge facing stock market investor way many investor use stock market achieve financial investing goal teach principle four pillar stock market income effectively simplifies concept help investor harness power potential,rich dad advisor stock market cash flow,audible audiobooks original retirement planning stock analysis strategy,rich dad advisor stock market cash flow address many challenge facing stock market investor way many investor use stock market achieve financial investing goal teach principle four pillar stock market income effectively simplifies concept help investor harness power potential audible audiobooks original retirement planning stock analysis strategy,2,0,0.1982430486729651,-1.5074446655343126,51.400425,-4.497164
"Rich Dad Advisors: Tax-Free Wealth, 2nd Edition: How to Build Massive Wealth by Permanently Lowering Your Taxes",Tom Wheelwright,4.7,643,500.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Low,Long,6.4676986,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,rich dad advisor tax free wealth build massive wealth permanently lowering tax,,rich dad advisor tax free wealth build massive wealth permanently lowering tax oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-1.9370314768882093,9.124169027922397,1.0084559,65.80295
Rich Dad Advisors: Writing Winning Business Plans: How to Prepare a Business Plan That Investors Will Want to Read - and Invest In,Garrett Sutton,4.6,99,500.0,To win in business requires a winning business plan. To write a winning business plan requires listening to Garrett Sutton's dynamic audiobook on the topic. Writing Winning Business Plans provides the insights and the direction on how to do it well and do it right.,490.0,[],Excellent,Low,Long,4.6051702,265,both,win business requires winning business plan winning business plan requires garrett sutton dynamic topic writing winning business plan provides insight direction well right,rich dad advisor writing winning business plan prepare business plan investor want invest,,rich dad advisor writing winning business plan prepare business plan investor want invest win business requires winning business plan winning business plan requires garrett sutton dynamic topic writing winning business plan provides insight direction well right,2,0,-0.033877446682189914,-1.2151659668646793,29.734308,-5.041701
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money - That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.5,22123,837.0,Rich Dad Poor Dad will….,369.0,"['Audible Audiobooks & Originals', 'Personal Finance', 'Investing & Trading', 'Personal Development & Self-Help']",Excellent,Medium-High,Medium,10.004418,24,both,rich dad poor dad,rich dad poor dad rich teach kid money poor middle class,audible audiobooks original personal finance investing trading personal development self help,rich dad poor dad rich teach kid money poor middle class rich dad poor dad audible audiobooks original personal finance investing trading personal development self help,2,0,0.011741053027437621,-1.5772064461311115,50.475925,-1.3256944
Rich Dad's Before You Quit Your Job: 10 Real-Life Lessons Every Entrepreneur Should Know About Building a Multimillion-Dollar Business,Robert T. Kiyosaki,4.7,188,670.0,"When Before You Quit Your Job was written and published, it was a guidebook for aspiring entrepreneurs. Today - with the job market in shambles, overseas outsourcing and high unemployment - it can be a path to the salvation so many are looking for: A way take control of their life and use their skills and talents to create their future.",478.0,"['Audible Audiobooks & Originals', 'New Business Enterprises', 'Entrepreneurship', 'Business Careers']",Excellent,Medium-Low,Medium,5.241747,338,both,quit job guidebook aspiring entrepreneur today job market shamble overseas outsourcing high unemployment path salvation many looking way take control life use skill talent create future,rich dad quit job real life lesson every entrepreneur know building multimillion dollar business,audible audiobooks original new business enterprise entrepreneurship business career,rich dad quit job real life lesson every entrepreneur know building multimillion dollar business quit job guidebook aspiring entrepreneur today job market shamble overseas outsourcing high unemployment path salvation many looking way take control life use skill talent create future audible audiobooks original new business enterprise entrepreneurship business career,2,0,0.42085864778568016,-1.9377569677694746,38.58458,-6.404244
Rich Dad's Cashflow Quadrant: Guide to Financial Freedom,Robert T. Kiyosaki,4.6,1687,837.0,"Rich Dad’s Cashflow Quadrant reveals how some people work less, earn more, pay less in taxes, and learn to become financially free. Have you ever asked yourself:",528.0,"['Audible Audiobooks & Originals', 'Personal Finance', 'Investing & Trading', '577 in Business & Economics']",Excellent,Medium-High,Long,7.4312997,161,both,rich dad cashflow quadrant reveals people work less earn pay less tax learn become financially free ever asked,rich dad cashflow quadrant guide financial freedom,audible audiobooks original personal finance investing trading business economics,rich dad cashflow quadrant guide financial freedom rich dad cashflow quadrant reveals people work less earn pay less tax learn become financially free ever asked audible audiobooks original personal finance investing trading business economics,2,0,0.34298297493679164,-1.6761438135701106,50.390144,-1.5000877
Rich Dad's Guide to Investing: What the Rich Invest In That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.5,1323,1005.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,High,Long,7.1884127,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,rich dad guide investing rich invest poor middle class,,rich dad guide investing rich invest poor middle class oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.33981483786932,10.93988969943967,0.8265272,65.855576
Rich Dad's Increase Your Financial IQ: Get Smarter with Your Money,Robert T. Kiyosaki,4.6,548,670.0,"In 1997, Robert’s book Rich Dad, Poor Dad stunned listeners, stating, ""Your house is not an asset."" As howls of protest went up around the world, the book went on to become an international best seller, one of the longest-running best sellers in New York Times history.",512.0,"['Audible Audiobooks & Originals', 'Personal Finance', 'Investing & Trading', '506 in Business & Economics']",Excellent,Medium-Low,Long,6.3080983,269,both,robert rich dad poor dad stunned listener stating house asset howl protest went around world went become international best seller one longest running best seller new york time history,rich dad increase financial get smarter money,audible audiobooks original personal finance investing trading business economics,rich dad increase financial get smarter money robert rich dad poor dad stunned listener stating house asset howl protest went around world went become international best seller one longest running best seller new york time history audible audiobooks original personal finance investing trading business economics,2,0,0.015703912262877706,-1.9669647050756804,49.873566,-0.58220476
Rich Dad's Rich Kid Smart Kid: Give Your Child a Financial Head Start,Robert T. Kiyosaki,4.6,236,670.0,"Rich Kid Smart Kid is written for parents who value education, want to give their child a financial and academic head start in life, and are willing to take an active role to make it happen... In the Information Age, a good education is more important than ever. But the current educational system may not be providing all the information your child needs. This book was designed to fill in the gaps to help you give your child the same inspiring and practical financial knowledge that Robert Kiyosaki’s rich dad gave him. Rich Kid Smart Kid will show you how to awaken your child’s love of learning using the same methods that Robert’s smart dad used to help Robert stay in school, even though he had bad grades and often wanted to drop out. Rich Kid Smart Kid will open doors that you never knew existed, enabling you to pass down the skills and understanding your child will use for the rest of his or her life.",562.0,"['830 in Audible Audiobooks & Originals', 'Parenting', 'Relationships', 'Investing & Trading']",Excellent,Medium-Low,Long,5.46806,914,advanced_only,rich kid smart kid parent value education want give child financial academic head start life willing take active role make happen information age good education important ever current educational system may providing information child need designed fill gap help give child inspiring practical financial knowledge robert kiyosaki rich dad gave rich kid smart kid show awaken child love learning using method robert smart dad used help robert stay school even though bad grade often wanted drop rich kid smart kid open door never knew existed enabling pas skill understanding child use rest life,rich dad rich kid smart kid give child financial head start,audible audiobooks original parenting relationship investing trading,rich dad rich kid smart kid give child financial head start rich kid smart kid parent value education want give child financial academic head start life willing take active role make happen information age good education important ever current educational system may providing information child need designed fill gap help give child inspiring practical financial knowledge robert kiyosaki rich dad gave rich kid smart kid show awaken child love learning using method robert smart dad used help robert stay school even though bad grade often wanted drop rich kid smart kid open door never knew existed enabling pas skill understanding child use rest life audible audiobooks original parenting relationship investing trading,2,0,0.22682307626251275,-1.4833490063609118,47.335873,-2.4676242
Rich People Problems,Kevin Kwan,4.6,2250,1093.0,Brought to you by Penguin. New York Times best seller.,490.0,[],Excellent,High,Long,7.71913,54,advanced_only,brought penguin new york time best seller,rich people problem,,rich people problem brought penguin new york time best seller,2,0,-0.06886186285129327,-1.255434552154622,-45.899857,-12.57464
"Riding the Elephant: A Memoir of Altercations, Humiliations, Hallucinations, and Observations",Craig Ferguson,4.6,270,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-High,Long,5.602119,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,riding elephant memoir altercation humiliation hallucination observation,,riding elephant memoir altercation humiliation hallucination observation sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.18049702115514332,-3.427108484303384,-15.603399,-55.90897
Riot: A Novel,Shashi Tharoor,4.1,9,879.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Very Good,Medium-High,Long,2.3025851,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,riot,,riot sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.19215543161056065,-3.9098960602947255,-21.473885,-61.99535
Rising Above a Toxic Workplace: Taking Care of Yourself in an Unhealthy Environment,Gary Chapman,4.4,159,435.0,"You can rise above. You do have options. Do you work in a toxic environment or have a toxic boss? You're not alone! Today, unattainable expectations, emotional harassment, and demands to do more with less often leave employees overworked, underpaid, insecure, and out of options. Must you continue to put up with poisonous people in a morale-crushing environment?",490.0,[],Very Good,Low,Long,5.075174,363,advanced_only,rise option work toxic environment toxic bos alone today unattainable expectation emotional harassment demand less often leave employee overworked underpaid insecure option must continue put poisonous people morale crushing environment,rising toxic workplace taking care unhealthy environment,,rising toxic workplace taking care unhealthy environment rise option work toxic environment toxic bos alone today unattainable expectation emotional harassment demand less often leave employee overworked underpaid insecure option must continue put poisonous people morale crushing environment,2,0,-0.10391273323009644,-0.9427863151302057,11.905667,5.1385255
Rising Strong,Brené Brown,4.7,2815,888.0,"Random House presents the audiobook edition of Rising Strong, written and read by Brené Brown.",531.0,"['927 in Audible Audiobooks & Originals', 'Stress Management', '045 in Biographies & Autobiographies', '211 in Personal Development & Self-Help']",Excellent,Medium-High,Long,7.943073,94,both,random house present rising strong bren brown,rising strong,audible audiobooks original stress management biography autobiography personal development self help,rising strong random house present rising strong bren brown audible audiobooks original stress management biography autobiography personal development self help,2,0,0.12040801807274272,-2.30027956073711,17.920055,35.955166
"Risk Management, Fifth Edition: Concepts and Guidance",Carl L. Pritchard PMP PMI-RMP EVP,3.9,20,586.0,"Emphasizing greater clarity on risk practice, this new edition of Risk Management: Concepts and Guidance maintains a focus on the ability to apply ""planned clairvoyance"" to peer into the future. The book begins by analyzing the various systems that can be used to apply risk management. It provides a fundamental introduction to the basics associated with particular techniques, clarifying the essential concepts of risk and how they apply in projects. The second part of the book presents the specific techniques necessary to successfully implement the systems described in Part I.",591.0,"['655 in Audible Audiobooks & Originals', 'Project Management', 'Corporate Finance', 'Network Administration']",Good,Medium-Low,Long,3.0445225,582,both,emphasizing greater clarity risk practice new risk management concept guidance maintains focus ability apply planned clairvoyance peer future begin analyzing various system used apply risk management provides fundamental introduction basic associated particular technique clarifying essential concept risk apply project second part present specific technique necessary successfully implement system described part,risk management fifth concept guidance,audible audiobooks original project management corporate finance network administration,risk management fifth concept guidance emphasizing greater clarity risk practice new risk management concept guidance maintains focus ability apply planned clairvoyance peer future begin analyzing various system used apply risk management provides fundamental introduction basic associated particular technique clarifying essential concept risk apply project second part present specific technique necessary successfully implement system described part audible audiobooks original project management corporate finance network administration,2,-1,0.17577382430209926,-1.8948578121706987,43.265,-3.572174
River's End,Nora Roberts,4.7,808,859.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-High,Long,6.695799,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,river end,,river end oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-3.053273820816594,14.853836725479614,-12.846167,58.23429
Roald Dahl Reads Charlie and the Chocolate Factory and Four More Stories,Roald Dahl,4.7,108,615.0,"Penguin presents the abridged audiobook edition of Charlie and the Chocolate Factory and Four More Stories by Roald Dahl, read by Roald Dahl himself.",220.0,"['Audible Audiobooks & Originals', 'Fiction Classics for Children', 'Classic Fiction', ""Children's Literature & Fiction""]",Excellent,Medium-Low,Medium,4.691348,149,advanced_only,penguin present abridged charlie chocolate factory four story roald dahl roald dahl,roald dahl read charlie chocolate factory four story,audible audiobooks original fiction classic child classic fiction child literature fiction,roald dahl read charlie chocolate factory four story penguin present abridged charlie chocolate factory four story roald dahl roald dahl audible audiobooks original fiction classic child classic fiction child literature fiction,2,0,-0.00113059483734607,-1.7730697322915994,-27.40419,-2.402296
Rocket Fuel: The One Essential Combination That Will Get You More of What You Want from Your Business,Gino Wickman,4.7,327,501.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,5.7930136,122,both,sorry need make sure robot best result please make sure browser accepting cooky,rocket fuel one essential combination get want business,,rocket fuel one essential combination get want business sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.1519088608783675,-3.4036243171513303,-12.297875,-37.74863
"Rodrick Rules: Diary of a Wimpy Kid, Book 2",Jeff Kinney,4.6,3172,410.0,Brought to you by Puffin.,148.0,"['Audible Audiobooks & Originals', 'Fiction on Siblings for Children', 'Fiction on Boys for Children', 'Humorous Fiction for Children']",Excellent,Low,Short,8.062433,25,both,brought puffin,rodrick rule diary wimpy kid,audible audiobooks original fiction sibling child fiction boy child humorous fiction child,rodrick rule diary wimpy kid brought puffin audible audiobooks original fiction sibling child fiction boy child humorous fiction child,2,0,-0.022275708464204097,-1.8465573328968485,-32.69028,-5.2740645
Roll of the Dice: Duryodhana's Mahabharata,Anand Neelakantan,5.0,1,1003.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,High,Long,0.6931472,122,both,sorry need make sure robot best result please make sure browser accepting cooky,roll dice duryodhana mahabharata,,roll dice duryodhana mahabharata sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.17603520491160288,-3.627969443988453,-12.745396,-52.910286
Romancing Mister Bridgerton,Julia Quinn,4.5,408,1055.0,"Everyone knows that Colin Bridgerton is the most charming man in London. Penelope Featherington has secretly adored her best friend's brother for...well, it feels like forever. After half a lifetime of watching Colin Bridgerton from afar, she thinks she knows everything about him, until she stumbles across his deepest secret...and fears she doesn't know him at all.",490.0,[],Excellent,High,Long,6.0137153,367,advanced_only,everyone know colin bridgerton charming man london penelope featherington secretly adored best friend brother well feel like forever half lifetime watching colin bridgerton afar think know everything stumble across deepest secret fear know,romancing mister bridgerton,,romancing mister bridgerton everyone know colin bridgerton charming man london penelope featherington secretly adored best friend brother well feel like forever half lifetime watching colin bridgerton afar think know everything stumble across deepest secret fear know,2,0,0.13944873433514943,-1.3494325661621753,16.87821,4.432313
"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",Anil Lamba,4.6,460,668.0,"There is no such thing as a non-finance person. It is an error to think that finance management is limited to the Finance Department alone. In fact, it is happening right through the organization - for every action you take impacts the bottom line of your company. Listen to this book to understand what profit really means and how inventory and sales impact it. Learn to read balance sheets and deploy funds intelligently. Make the most efficient use of your working capital and discover the simple secrets of marginal costing, leverage and funds flow. Written in a simple conversational style, romancing the balance sheet will teach you all the intelligent ways of good financial management.",327.0,"['Audible Audiobooks & Originals', 'Education', 'Business Management', 'Education']",Excellent,Medium-Low,Medium,6.133398,693,both,thing non finance person error think finance management limited finance department alone fact happening right organization every action take impact bottom line company understand profit really mean inventory sale impact learn balance sheet deploy fund intelligently make efficient use working capital discover simple secret marginal costing leverage fund flow simple conversational style romancing balance sheet teach intelligent way good financial management,romancing balance sheet anyone owns run manages business,audible audiobooks original education business management education,romancing balance sheet anyone owns run manages business thing non finance person error think finance management limited finance department alone fact happening right organization every action take impact bottom line company understand profit really mean inventory sale impact learn balance sheet deploy fund intelligently make efficient use working capital discover simple secret marginal costing leverage fund flow simple conversational style romancing balance sheet teach intelligent way good financial management audible audiobooks original education business management education,2,0,0.6296963151632692,-2.175998504232812,43.287327,-3.534611
Romancing with Life: An Autobiography,Dev Anand,4.2,83,879.0,"In Romancing with Life, the first-ever full-fledged memoir by a leading Bollywood star, Dev Anand tells his remarkable life story like only he can. Here are tales from Dev's youth in 1930s Gurdaspur and Lahore; his years of struggle in 1940s Bombay; his friendship with Guru Dutt and his doomed romance with Suraiya; his marriage to co-star Kalpana Kartik; his relationships with his brothers Chetan and Vijay Anand, with S. D. and R. D. Burman, with his compatriots Dilip Kumar and Raj Kapoor, to both of whom he was very close; and with his heroines, from Geeta Bali, Madhubala, Meena Kumari, Nutan, Vyjayanthimala, Mumtaz, and Hema Malini to Waheeda Rehman, Zeenat Aman, and Tina Munim, all of whom he launched.",789.0,"['Audible Audiobooks & Originals', 'Biographies of Celebrities & Entertainment Professionals', 'Biographies & Autobiographies']",Very Good,Medium-High,Long,4.4308167,714,advanced_only,romancing life first ever full fledged memoir leading bollywood star dev anand tell remarkable life like tale dev youth gurdaspur lahore year struggle bombay friendship guru dutt doomed romance suraiya marriage star kalpana kartik relationship brother chetan vijay anand burman compatriot dilip kumar raj kapoor close heroine geeta bali madhubala meena kumari nutan vyjayanthimala mumtaz hema malini waheeda rehman zeenat aman tina munim launched,romancing life autobiography,audible audiobooks original biography celebrity entertainment professional biography autobiography,romancing life autobiography romancing life first ever full fledged memoir leading bollywood star dev anand tell remarkable life like tale dev youth gurdaspur lahore year struggle bombay friendship guru dutt doomed romance suraiya marriage star kalpana kartik relationship brother chetan vijay anand burman compatriot dilip kumar raj kapoor close heroine geeta bali madhubala meena kumari nutan vyjayanthimala mumtaz hema malini waheeda rehman zeenat aman tina munim launched audible audiobooks original biography celebrity entertainment professional biography autobiography,2,0,0.20141751706476718,-2.306773552764184,-3.377493,26.028385
Romeo and Juliet,William Shakespeare,4.2,3986,32.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Very Good,Low,Long,8.290794,122,both,sorry need make sure robot best result please make sure browser accepting cooky,romeo juliet,,romeo juliet sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.19215543161056065,-3.9098960602947255,-25.939646,-62.096508
Room,Emma Donoghue,4.4,5797,323.0,"The story of a mother, her son, a locked room, and the outside world.",645.0,"['401 in Audible Audiobooks & Originals', 'Literary Fiction', '#26', '275 in Literature & Fiction']",Very Good,Low,Long,8.665268,69,both,mother son locked room outside world,room,audible audiobooks original literary fiction  literature fiction,room mother son locked room outside world audible audiobooks original literary fiction  literature fiction,2,0,0.11405049926812653,-2.25384399176046,-15.825029,21.702269
Room on the Broom,Julia Donaldson,4.8,7030,323.0,"Read by Josie Lawrence, Room on the Broom is a very funny story of quick wits and friendship from the unparalleled picture book partnership of Julia Donaldson and Axel Scheffler, creators of The Gruffalo. This audiobok edition also includes a song and a read-along track.",24.0,"['126 in Audible Audiobooks & Originals', 'Dragons & Mythical Creatures Fantasy for Children', 'Stories in Verse for Children', 'Animal Fiction for Children']",Excellent,Low,Short,8.858085,271,advanced_only,josie lawrence room broom funny quick wit friendship unparalleled picture partnership julia donaldson axel scheffler creator gruffalo audiobok also includes song along track,room broom,audible audiobooks original dragon mythical creature fantasy child story verse child animal fiction child,room broom josie lawrence room broom funny quick wit friendship unparalleled picture partnership julia donaldson axel scheffler creator gruffalo audiobok also includes song along track audible audiobooks original dragon mythical creature fantasy child story verse child animal fiction child,2,0,0.02221261973366031,-1.9571634683835948,-21.660494,-12.12009
Roots,Alex Haley,4.6,644,1025.0,"Tracing his ancestory through six generations - slaves and freedmen, farmers and blacksmiths, lawyers and architects - back to Africa, Alex Haley discovered a sixteen-year-old youth, Kunta Kinte. It was this young man, who had been torn from his homeland and and in torment and anguish brought to the slave markets of the New World, who held the key to Haley's deep and distant past.",1805.0,"['Audible Audiobooks & Originals', 'Historical Fiction', 'Classic Literature', 'Historical Fiction']",Excellent,High,Very Long,6.46925,383,advanced_only,tracing ancestory six generation slave freedman farmer blacksmith lawyer architect back africa alex haley discovered sixteen year old youth kunta kinte young man torn homeland torment anguish brought slave market new world held key haley deep distant past,root,audible audiobooks original historical fiction classic literature historical fiction,root tracing ancestory six generation slave freedman farmer blacksmith lawyer architect back africa alex haley discovered sixteen year old youth kunta kinte young man torn homeland torment anguish brought slave market new world held key haley deep distant past audible audiobooks original historical fiction classic literature historical fiction,2,0,1.4327075728599732,-1.845503814872425,-14.397883,8.148198
Rosmersholm,Henrik Ibsen,3.2,5,335.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Average,Low,Long,1.7917595,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,rosmersholm,,rosmersholm sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.19215543161056065,-3.9098960602947255,-25.252052,-62.394287
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,4.7,237,410.0,Brought to you by Puffin.,91.0,"['207 in Audible Audiobooks & Originals', 'Action & Adventure Fantasy for Children', ""Children's Comics & Graphic Novels"", ""Children's Fantasy""]",Excellent,Low,Short,5.4722705,25,both,brought puffin,rowley jefferson awesome friendly adventure,audible audiobooks original action adventure fantasy child child comic graphic novel child fantasy,rowley jefferson awesome friendly adventure brought puffin audible audiobooks original action adventure fantasy child child comic graphic novel child fantasy,2,-1,0.043605253542903726,-2.00029940875343,-18.361504,-4.6457763
Royal,Danielle Steel,4.7,416,703.0,"In this spellbinding tale from Danielle Steel, a princess is sent away to safety during World War II, where she falls in love, and is lost forever.",490.0,[],Excellent,Medium-High,Long,6.0330863,147,both,spellbinding tale danielle steel princess sent away safety world war fall love lost forever,royal,,royal spellbinding tale danielle steel princess sent away safety world war fall love lost forever,2,0,-0.09005502613865975,-1.1016955539777262,1.3903747,9.679654
Royal Blood,Rhys Bowen,4.6,259,836.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,Medium-High,Long,5.560682,228,advanced_only,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,royal blood,,royal blood oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.9954737304067023,14.547406271254488,-10.716992,56.406124
RSS: A View to the Inside,Walter Andersen,4.2,94,879.0,"The RSS is the most influential cultural organization in India today, with affiliates in fields as varied as politics, education, and trade. This audiobook fundamentally addresses three key questions: Why has the Rashtriya Swayamsevak Sangh (RSS) and its affiliates expanded so rapidly over the past 25 years? How have they evolved in response to India's new socioeconomic milieu? How does their rapid growth impact the country's politics and policy?",762.0,"['680 in Audible Audiobooks & Originals', 'Elections & Political Process', 'Literary Essays', 'Political Structure & Processes']",Very Good,Medium-High,Long,4.553877,450,both,rss influential cultural organization india today affiliate field varied politics education trade fundamentally address three key question rashtriya swayamsevak sangh rss affiliate expanded rapidly past year evolved response india new socioeconomic milieu rapid growth impact country politics policy,rss view inside,audible audiobooks original election political process literary essay political structure process,rss view inside rss influential cultural organization india today affiliate field varied politics education trade fundamentally address three key question rashtriya swayamsevak sangh rss affiliate expanded rapidly past year evolved response india new socioeconomic milieu rapid growth impact country politics policy audible audiobooks original election political process literary essay political structure process,2,0,0.10835376996025588,-2.245017383485579,14.628516,22.979956
Rule #1: The Simple Strategy for Successful Investing - in Only 15 Minutes a Week!,Phil Town,4.6,677,1149.0,"In this book I'll show you how I turned $1,000 into $1 million in only five years, and then proceeded to make many millions more. I came to investing as a person who wasn't great at math, possessed zero extra cash, and wanted a life, not an extra three hours of work to do every day.",689.0,"['Audible Audiobooks & Originals', 'Money Management', 'Investing & Trading', 'Personal Success in Business']",Excellent,High,Long,6.5191474,283,both,show turned million five year proceeded make many million came investing person great math possessed zero extra cash wanted life extra three hour work every day,rule simple strategy successful investing minute week,audible audiobooks original money management investing trading personal success business,rule simple strategy successful investing minute week show turned million five year proceeded make many million came investing person great math possessed zero extra cash wanted life extra three hour work every day audible audiobooks original money management investing trading personal success business,2,0,0.06996690801440653,-1.9735047421858978,50.59593,-1.8024683
Rules for Perfect Murders,Peter Swanson,4.1,159,759.0,From a master of suspense....,490.0,[],Very Good,Medium-High,Long,5.075174,29,advanced_only,master suspense,rule perfect murder,,rule perfect murder master suspense,2,0,-0.05956818262682265,-0.9194804738463407,-6.096697,9.96279
Rumi - A Selection Of His Poems,Jalaluddin Rumi,4.5,0,133.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Low,Long,0.0,122,both,sorry need make sure robot best result please make sure browser accepting cooky,rumi selection poem,,rumi selection poem sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.18055550857778538,-3.370672682279099,-28.659105,-39.004574
"Runner's World Complete Book of Running: Everything You Need to Run for Weight Loss, Fitness, and Competition",Amby Burfoot,4.4,45,836.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Very Good,Medium-High,Long,3.8286414,122,both,sorry need make sure robot best result please make sure browser accepting cooky,runner world complete running everything need run weight loss fitness competition,,runner world complete running everything need run weight loss fitness competition sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.18964875007917698,-2.746267197401459,11.478497,-36.58838
Running Against the Devil: A Plot to Save America from Trump - and Democrats from Themselves,Rick Wilson,4.7,479,1005.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,High,Long,6.173786,122,both,sorry need make sure robot best result please make sure browser accepting cooky,running devil plot save america trump democrat,,running devil plot save america trump democrat sorry need make sure robot best result please make sure browser accepting cooky,2,0,-0.17539534960350478,-3.0322538541960586,-18.69877,-33.68363
